2174194,Ali Sharaf Al Musawi
2087619,Jaflah AlAmmary
1715552,P. Albion
66313803,Otilia Alejandro
1402915010,N. Al-Qirim
2061530056,C. Alvarenga
3037850,Nikolaos Amanatidis
32687908,Mohamed A. Amasha
101323918,M. Ambreen
145581727,Muhammad Anshari
144564004,G. Anthony
143703311,V. Argyropoulos
118632574,U. A. Yucel
9929564,Selami Aydın
1391690776,Sriram B. Alireza Badeleh
23564309,A. Baqais
98767855,G. Baron
2572303,Hoda Baytiyeh
118248565,E. Bell
1689571,M. Bernardi
2057418052,Mandeep Bhatia
1391690706,Kathryn Biacindo
1399211341,M. Bitter-Rijpkema
33505414,E. Blair
31996807,R. Blonder
10289020,J. Boster
2100228514,M. Bouciguez
3251859,A. Breiter
143664517,T. Brinda
98470880,M. Buhl
8067749,C. Burnett
20847749,Shawna BuShell
144724570,P. Campanella
2064732957,Cornelia Castro
3088392,Z. Čekerevac
2066446416,Joseph Chao
8007587,K. Chatzara
2118537866,Lin Chen
1391690697,Karamti Chiraz
2138105,Ta-Tao Chuang
3016660,Ritesh Chugh
153083617,P. Cleary
2112928474,Anat Cohen
1403129676,Jo Coldwell-Neilson
52276995,J. Cordeiro
145233364,B. Davey
144213246,J. D. Boer
2621369,V. Dennen
1788661,Laurent Denoue
2077005907,Shyam Diwakar
51916434,R. Dlamini
2013784,H. Drenoyianni
2985188,A. Dubey
70489747,Akın Efendioğlu
2080002631,Birgit Eickelmann
2096650,Shahira El Alfy
9331752,A. E. Mhouti
81096476,Ghada Said
1414016414,Walaa M. El-Henawy
69476403,Ann-Britt Enochsson
1880855,M. Falch
40867947,S. Fatahi
2057090891,S. Ferreira
50337178,A. Fluck
2224760,Emmanuel Fokides
30631123,M. Fortes
143608605,A. Fox
115156467,Jianyang Geng
133892384,E. Georgalis
2057470717,Ann George
8673936,Simin Ghavifekr
2060104394,D. Gibson
40284465,Suki Goodman
50721812,Jessica Gordon
2147154,Swapna Gottipati
8752082,Sam Goundar
34758068,M. Grandbastien
2842459,N. Gromik
3235761,Ani Grubišić
2959204,Jože Guna
2130388177,Preeti Gupta
2054575243,M. Hammond
1964448,A. Harfield
3704757,K. Harper
2005484,B. Harper
2923122,Alon Hasgall
1738207,O. Hazzan
1575872141,Thang Ho
50777445,Jeanne Ho
22552694,M. Honorato
31411160,S. Howard
2118956900,Chenglie Hu
147319967,Lingchao Hu
50117654,Leah J. Hunter
145909701,O. Ige
2298014,L. Ilomäki
2965003,Maria Antonietta Impedovo
144581170,G. Ioannidis
1405685829,O. Iskrenovic-Momcilovic
143669759,Salam Ismaeel
3337578,Emerson Abraham Jackson
8577675,Shailaja Jayashankar
2152632342,Hao Jiang
49532396,Anthony J. Jones
2703160,N. F. Jumaat
2178137,M. Kalogiannakis
9163383,Sujith Kanagarajan
24520374,A. Kanáliková
2477634,Charalampos Karagiannidis
2358298,Y. Karagiorgi
2068974870,G. Karlsson
11056656,A. Kassam
39416694,Y. Katz
2420745,I. Kazanidis
32024084,T. Keane
2515812,S. Kennewell
3422688,Madhury Khatun
5922391,Jintavee Khlaisang
5224842,Zeynep Koçoglu
2886564,Mehmet Kokoç
2339679,J. Konert
3065228,Sini Kontkanen
1391690817,A. Korchi
3295290,M. Kordaki
2024070,Utku Kose
40394748,J. Kukkonen
2090136518,G. Kumar
1383495906,B. Kumar
3426995,D. Kuswardhana
1403781894,Lydia Kyei-Blankson
97957074,Kelly La Venture
2164632,T. Lainema
2057076506,H. C. Lam
2022694,S. Lau
47657102,N. Law
2234845,F. Lazarinis
15464180,C. Lewin
2111354297,Yulong Li
1950464,M. Limniou
2716228,T. Limpanuparb
1925936,Barbara Linck
2110881663,Xia Liu
144786954,P. Luik
1455786567,M. Lyashenko
40268049,Larysa V. Lysenko
1391690714,F. Maaz
2785267,Francisco A. Madera
1405286603,T. Magal-Royo
2014872,J. Magenheim
3171848,S. Manca
120950554,G. Marshall
2142431484,Barbara Martin
1410535716,R. Martinez-Lopez
145939486,S. Mathur
2975569,N. Mavengere
33974170,S. McPherson
2052046987,António Mendes
40356662,R. Menzies
144142292,D. Messer
87742117,Shahajan Miah
2002735,T. Mikropoulos
51017879,Zohre Mohamadi
32713534,S. Mohapatra
29847508,E. Mohebbi
48461579,I. Molnár
48165135,Lucía Morales
2773097,Eleni Morfidi
2650220,P. Mukala
72259975,Muaadh Mukred
2052275,J. Multisilta
21151933,Herri Mulyono
1727251,M. Nakayama
21189903,P. Nataraja
2075327943,V. A. Nguyen
3218000,K. Nikolopoulou
2700577,Jalal Nouri
71867994,U. Ogbonnaya
144958926,J. Osorio
2113890867,Michael O’Sullivan
1411597675,Y. Owusu-Agyeman
3254359,S. Oyelere
118532036,G. Ozenen
3129663,M. Paechter
1957484,G. Palaigeorgiou
2054572440,N. Papadopoulos
1862509,Marina Papastergiou
2423108,I. Pappas
3203287,Nikolaos Pellas
3006937,M. Cota
2091976,Carlo Perrotta
48262693,J. Petrović
2819518,Susanna Pöntinen
66777792,Abbas Pourhosein Gilakjani
2392133,Keryn Pratt
1391690935,T. Prendergast
50716514,P. Quaresma
101011862,Clay Rasmussen
2876492,S. Ratté
2034345,Sasha A. Reese
32667231,P. Reid
1398515319,Francisco Rejón-Guardia
1822060,J. Jarke
3251859,A. Breiter
2075229276,A. Hepp
3251859,A. Breiter
2337964,Thomas N. Friemel
34698604,Hendrik Heuer
3251859,A. Breiter
2075229276,A. Hepp
3251859,A. Breiter
2337964,Thomas N. Friemel
2075229276,A. Hepp
3251859,A. Breiter
73699507,Uwe Hasebrink
2075229276,A. Hepp
3251859,A. Breiter
73699507,Uwe Hasebrink
38617179,Philipp Krieter
3251859,A. Breiter
150237235,Markus von der Heyde
3251859,A. Breiter
3251859,A. Breiter
2075229276,A. Hepp
3251859,A. Breiter
2077404183,Arne Hendrik Ruhe
38617179,Philipp Krieter
3251859,A. Breiter
34698604,Hendrik Heuer
3251859,A. Breiter
2075229276,A. Hepp
3251859,A. Breiter
73699507,Uwe Hasebrink
150237235,Markus von der Heyde
3251859,A. Breiter
3251859,A. Breiter
3251859,A. Breiter
35127671,J. Broer
3251859,A. Breiter
118769131,Wiebke Sauerland
35127671,J. Broer
3251859,A. Breiter
3251859,A. Breiter
3239149,Arnd Huchzermeier
3251859,A. Breiter
3149714,K. Schildkamp
46396621,J. Vanhoof
3251859,A. Breiter
1452716288,Meity Panambunan-Ferse
3251859,A. Breiter
1939485,D. Passey
3251859,A. Breiter
3073222,A. Visscher
1452716288,Meity Panambunan-Ferse
3251859,A. Breiter
2146216340,Arne Hendrik Schulz
3251859,A. Breiter
3149714,K. Schildkamp
2479091,Louisa Karbautzki
3251859,A. Breiter
38951574,M. Marciniak
2484346,David Ronka
3149714,K. Schildkamp
2479091,Louisa Karbautzki
3251859,A. Breiter
38951574,M. Marciniak
2484346,David Ronka
3251859,A. Breiter
118340371,Leah M. Gross
2617241,Emese Stauke
70063228,B. Schaefer
2955998,Elif Tanrikulu
3251859,A. Breiter
3251859,A. Breiter
2084585048,A. Fischer
3251859,A. Breiter
3239149,Arnd Huchzermeier
34938070,Stephan M. Wagner
3251859,A. Breiter
2282911,C. Kolo
3251859,A. Breiter
3251859,A. Breiter
2282911,C. Kolo
3251859,A. Breiter
32197436,T. Hegmanns
2519187,B. Hellingrath
40185388,S. Spinler
3251859,A. Breiter
1939485,D. Passey
3251859,A. Breiter
3073222,A. Visscher
1939485,D. Passey
3251859,A. Breiter
79138773,A. J. Visscher
3251859,A. Breiter
3086136,A. Lange
3251859,A. Breiter
3086136,A. Lange
3251859,A. Breiter
1684387,R. Drechsler
3251859,A. Breiter
3251859,A. Breiter
40010547,D. Light
3251859,A. Breiter
2617241,Emese Stauke
3251859,A. Breiter
2084585048,A. Fischer
3251859,A. Breiter
144067142,G. Fey
1684387,R. Drechsler
3251859,A. Breiter
40010547,D. Light
3251859,A. Breiter
40010547,D. Light
3251859,A. Breiter
3251859,A. Breiter
2067204234,S. Welling
3251859,A. Breiter
3251859,A. Breiter
3251859,A. Breiter
79428061,Deutsch-Japanischer Kooperationsrat für Hochtechnologie und Umwelttechnik
3251859,A. Breiter
119118713,Hardy Dreier
115040295,Axel Zerdick
2093172585,P. Zoche
145111035,A. Turner
79334406,E. Board
144972854,B. Meyer
30821509,E. Zurich
2113989,A. Tatnall
3073222,A. Visscher
145225331,S. Heidelberg
2056843517,Dordrecht London
72379552,N. York
3398322,O. Kereteletswe
2084691168,Golekanye Setume
48038469,Richard A. Harriman
2080352220,Botswana Mabua
2102510260,Mabua Botswana
3251859,A. Breiter
2488697,A. Fung
2054238400,H. Kong
2065290497,Baptist University
144980336,Christopher A. Thorn
1403975014,J. Bulchand-Gidumal
1411437898,Santiago Melián-González
1404629725,Javier Osorio-Acosta
145233364,B. Davey
143654836,António Castro
2109442948,Leonel Santos
144958926,J. Osorio
2483338,Jacques Bulchand
2034285,Karen Manning
2140036,Maree A. Skillen
2424973,D. Kabugo
3158349,Alan Strickley
20413433,T. Spiers
2219203,Moses Mmileng Moreri
2105405181,Russ Pitso
3398322,O. Kereteletswe
143654836,António Castro
2055043,Maipelo Molebatsi
3269267,Marcos Maedza
24319177,P. Nleya
2292159,Sethunya P. Kgaodi
2839363,Letlhogonolo Moaneng
3166098,Godfrey S. Kalanke
2975569,N. Mavengere
2935028,Ramaraju Gavarraju
2819317,Prince O. Marokane
2798854,Selefo Sabone
1939485,D. Passey
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2249954,M. Ciampi
31009918,C. R. Brito
47308023,R. Vasconcelos
98415134,M. O. Pinheiro
145380546,Luís A. Amaral
31009918,C. R. Brito
2249954,M. Ciampi
2733573,Victor F. A. Barros
120864783,Henrique D. Santos
47308023,R. Vasconcelos
145380546,Luís A. Amaral
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2249954,M. Ciampi
31009918,C. R. Brito
120864783,Henrique D. Santos
47308023,R. Vasconcelos
145380546,Luís A. Amaral
31009918,C. R. Brito
2249954,M. Ciampi
120864783,Henrique D. Santos
47308023,R. Vasconcelos
145380546,Luís A. Amaral
31009918,C. R. Brito
2249954,M. Ciampi
120864783,Henrique D. Santos
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
2733573,Victor F. A. Barros
120864783,Henrique D. Santos
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2249954,M. Ciampi
31009918,C. R. Brito
47308023,R. Vasconcelos
145380546,Luís A. Amaral
120864783,Henrique D. Santos
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
120864783,Henrique D. Santos
2733573,Victor F. A. Barros
2249954,M. Ciampi
31009918,C. R. Brito
47308023,R. Vasconcelos
145380546,Luís A. Amaral
120864783,Henrique D. Santos
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
120864783,Henrique D. Santos
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
120864783,Henrique D. Santos
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
145380546,Luís A. Amaral
47308023,R. Vasconcelos
2733573,Victor F. A. Barros
2249954,M. Ciampi
31009918,C. R. Brito
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
2733573,Victor F. A. Barros
145380546,Luís A. Amaral
47308023,R. Vasconcelos
145380546,Luís A. Amaral
47308023,R. Vasconcelos
98415134,M. O. Pinheiro
31009918,C. R. Brito
2249954,M. Ciampi
145380546,Luís A. Amaral
47308023,R. Vasconcelos
2733573,Victor F. A. Barros
2249954,M. Ciampi
31009918,C. R. Brito
145380546,Luís A. Amaral
47308023,R. Vasconcelos
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
2249954,M. Ciampi
31009918,C. R. Brito
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
145380546,Luís A. Amaral
47308023,R. Vasconcelos
2733573,Victor F. A. Barros
145380546,Luís A. Amaral
47308023,R. Vasconcelos
98415134,M. O. Pinheiro
2249954,M. Ciampi
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
31009918,C. R. Brito
47308023,R. Vasconcelos
2249954,M. Ciampi
31009918,C. R. Brito
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
1422685914,M. Al-Ubaidi
2733573,Victor F. A. Barros
2249954,M. Ciampi
31009918,C. R. Brito
47308023,R. Vasconcelos
145380546,Luís A. Amaral
31009918,C. R. Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
2249954,M. Ciampi
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
31009918,C. R. Brito
47308023,R. Vasconcelos
2249954,M. Ciampi
31009918,C. R. Brito
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
31009918,C. R. Brito
47308023,R. Vasconcelos
2249954,M. Ciampi
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
2249954,M. Ciampi
2560616,C. da Rocha Brito
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
2249954,M. Ciampi
145380546,Luís A. Amaral
31009918,C. R. Brito
47308023,R. Vasconcelos
2733573,Victor F. A. Barros
2560616,C. da Rocha Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
31009918,C. R. Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
2249954,M. Ciampi
31009918,C. R. Brito
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2733573,Victor F. A. Barros
2249954,M. Ciampi
47308023,R. Vasconcelos
31009918,C. R. Brito
145380546,Luís A. Amaral
31009918,C. R. Brito
2249954,M. Ciampi
145380546,Luís A. Amaral
47308023,R. Vasconcelos
31009918,C. R. Brito
2249954,M. Ciampi
47308023,R. Vasconcelos
145380546,Luís A. Amaral
47308023,R. Vasconcelos
31009918,C. R. Brito
2249954,M. Ciampi
145380546,Luís A. Amaral
1422685914,M. Al-Ubaidi
2249954,M. Ciampi
31009918,C. R. Brito
47308023,R. Vasconcelos
145380546,Luís A. Amaral
1403759201,N. Hattum-Janssen
47308023,R. Vasconcelos
145380546,Luís A. Amaral
2023620610,Gács Katalin Zsófia
120978670,K. Eszter
144377755,K. Júlia
144377755,K. Júlia
120978670,K. Eszter
5858681,Madina Agénor
144495142,Emily S Unger
144597970,M. McConnell
2110974831,Courtney Brown
3747141,M. Rosenthal
6422518,S. Haneuse
2149655928,Deborah J. Bowen
2492419,S. Austin
121863347,N. Mauer
4157381,P. Geldsetzer
1390007191,J. Manne-Goehler
144640641,J. Davies
145868164,A. Stokes
144597970,M. McConnell
152359032,Mohammed K. Ali
5026055,V. Winkler
5606229,N. Sudharsanan
37830648,Anna D. Gage
6130736,Bereket Yakob
144597970,M. McConnell
6895359,T. Girma
2126007907,Brook Damtachew
46812006,Sebastian Bauhoff
3205535,M. Kruk
47134678,K. Donato
144597970,M. McConnell
2112333120,Dan Han
118456622,N. Gunaratna
47594503,M. Tessema
12029918,H. Groote
2107435402,J. Cohen
13206591,Demissie Belayneh
144398017,I. Brouwer
51311251,Simone Passarelli
3574369,C. Sudfeld
5513462,K. Davison
4318556,W. Fawzi
1594835419,K. Donato
47594503,M. Tessema
118456622,N. Gunaratna
5986128,H. De Groote
152475870,Jessica L. Cohen
144597970,M. McConnell
2068918531,Junita Henry
1382530015,E. Clarke-Deelder
2112333120,Dan Han
2190298098,Nora Miller
82432803,Kennedy Opondo
8284951,M. Oguttu
2070607030,Thomas F. Burke
2107435402,J. Cohen
144597970,M. McConnell
144597970,M. McConnell
6967568,S. Rokicki
2174834853,Samuel Ayers
2174834848,Farah Allouch
2174834768,Nicolas Perreault
49885207,Rebecca A. Gourevitch
1621869997,Michelle W. Martin
49941416,R. Zhou
5950685,C. Zera
13918456,M. Hacker
4466222,A. Chien
2031090999,M. A. Bates
3648189,Katherine Baicker
144597970,M. McConnell
2151187564,Mansha Mahajan
46812006,Sebastian Bauhoff
12617684,K. Croke
5344473,S. Verguet
145488426,M. Castro
5008755,K. Furtado
40542110,A. Mehndiratta
2151187677,Misha Farzana
3360620,S. Rashid
2058315231,R. Cash
3648189,Katherine Baicker
144597970,M. McConnell
7003557,Annie Haakenstad
39613250,M. Coates
2175801838,Gene Buhkman
144597970,M. McConnell
5344473,S. Verguet
1382530015,E. Clarke-Deelder
82432803,Kennedy Opondo
8284951,M. Oguttu
2070607030,Thomas F. Burke
2107435402,J. Cohen
144597970,M. McConnell
1382530015,E. Clarke-Deelder
8355900,C. Suharlim
47320833,S. Chatterjee
4853711,L. Brenzel
151493345,A. Ray
152475870,Jessica L. Cohen
144597970,M. McConnell
2037419,S. Resch
5811905,N. Menzies
121863347,N. Mauer
4157381,P. Geldsetzer
1390007191,J. Manne-Goehler
144640641,J. Davies
145868164,A. Stokes
144597970,M. McConnell
2157755838,M. K. Ali
5026055,V. Winkler
5606229,N. Sudharsanan
37744434,R. Bayoumi
14522357,E. Koert
145098549,J. Boivin
144445996,K. Viswanath
144597970,M. McConnell
5606229,N. Sudharsanan
152359032,Mohammed K. Ali
144597970,M. McConnell
151440896,Ece A Özçelik
15684204,A. Massuda
144597970,M. McConnell
145488426,M. Castro
51311251,Simone Passarelli
3889432,R. Ambikapathi
118456622,N. Gunaratna
52183802,I. Madzorera
35064915,C. Canavan
144952608,R. Noor
8389947,Dagmawit Tewahido
145780322,Y. Berhane
40914058,S. Sibanda
38428214,Lindiwe M Sibanda
145560685,T. Madzivhandila
121591142,Bertha Munthali
144597970,M. McConnell
3574369,C. Sudfeld
2107088361,Kirsten Davison
4318556,W. Fawzi
8610483,D. Karletsos
123181563,Charlotte Greenbaum
51017630,Emily Kobayashi
144597970,M. McConnell
47134678,K. Donato
144597970,M. McConnell
2112333120,Dan Han
118456622,N. Gunaratna
47594503,M. Tessema
5986128,H. De Groote
152475870,Jessica L. Cohen
144129402,G. Fink
144597970,M. McConnell
146288127,Bich Diep Nguyen
144623719,K. Andrews
1621869997,Michelle W. Martin
83203561,Elyse R. Shenberger
46357309,Sunita Pereira
144129402,G. Fink
144597970,M. McConnell
11716265,K. Harris
11416865,S. Sivamurthy
1676119446,Hafsa Mohiuddin
1676066067,Amanda Aguila Gonzalez
1518083783,T. Bui
144623719,K. Andrews
152475870,Jessica L. Cohen
144597970,M. McConnell
1398388844,C. Ahlers-Schmidt
151440896,Ece A Özçelik
15684204,A. Massuda
144597970,M. McConnell
145488426,M. Castro
35616510,M. Parker
6690126,A. Garg
144597970,M. McConnell
51311251,Simone Passarelli
3889432,R. Ambikapathi
118456622,N. Gunaratna
52183802,I. Madzorera
35064915,C. Canavan
1810706061,Abdallah R Noor
4331285,A. Worku
145780322,Y. Berhane
26397568,Semira Abdelmenan
40914058,S. Sibanda
121591142,Bertha Munthali
145560685,T. Madzivhandila
38428214,Lindiwe M Sibanda
8063654,Kumlachew Geremew
83946482,T. Dessie
116693264,S. Abegaz
97870041,G. Assefa
3574369,C. Sudfeld
144597970,M. McConnell
5513462,K. Davison
4318556,W. Fawzi
3822268,J. Raifman
6376578,Brittany M. Charlton
1398986992,R. Arrington-Sanders
39907874,P. Chan
11943635,Jack C Rusley
144291306,K. Mayer
1743271,M. Stein
2492419,S. Austin
144597970,M. McConnell
144597970,M. McConnell
49941416,R. Zhou
1621869997,Michelle W. Martin
49885207,Rebecca A. Gourevitch
5742355,Maria W. Steenland
2031090999,M. A. Bates
5950685,C. Zera
116212044,M. Hacker
4466222,A. Chien
3648189,Katherine Baicker
144377097,J. Morton
37682281,L. Myers
38218497,Katherine Gill
144769764,L. Bekker
2060082893,Gabrielle Stein
38409763,K. Thomas
81447578,Menna Duyver
7726010,A. van der Straten
144597970,M. McConnell
3281765,R. Aunger
21606735,V. Curtis
3611988,Jessie de Witt Huberts
87123266,L. van Damme
5284075,J. Baeten
4411984,C. Celum
145876008,R. Barnabas
3603207,A. van Heerden
144597970,M. McConnell
1838650,A. Szpiro
6002616,M. Krows
7023512,T. Schaafsma
7993439,T. Ngubane
1768764516,Rose B Nxele
2052161434,Philip Joseph
5284075,J. Baeten
4411984,C. Celum
6164008,H. van Rooyen
5367734,V. Naanyu
2004619630,V. Mujumdar
79962353,C. Ahearn
144597970,M. McConnell
2107435402,J. Cohen
4411984,C. Celum
38218497,Katherine Gill
144377097,J. Morton
2060082893,Gabrielle Stein
37682281,L. Myers
38409763,K. Thomas
144597970,M. McConnell
7726010,A. van der Straten
5284075,J. Baeten
81447578,Menna Duyver
52567538,E. Mendel
2028952226,Keshani Naidoo
2028951697,Jacqui Dallimore
5260324,L. Wiesner
144769764,L. Bekker
144129402,G. Fink
144597970,M. McConnell
146288127,Bich Diep Nguyen
46201189,Aayush Khadka
144129402,G. Fink
82882834,Ashley Gromis
144597970,M. McConnell
5336581,Katrina F. Ortblad
144277294,Michael M. Chanda
5640417,M. Mwale
40163511,J. Haberer
144597970,M. McConnell
144405716,C. Oldenburg
38172240,T. Bärnighausen
40962369,J. Aker
1577085512,Melita Sawyer
48149369,Markus Goldstein
1403385990,Michael B. O'Sullivan
144597970,M. McConnell
1382530015,E. Clarke-Deelder
8355900,C. Suharlim
47320833,S. Chatterjee
4853711,L. Brenzel
151493345,A. Ray
2107435402,J. Cohen
144597970,M. McConnell
2037419,S. Resch
5811905,N. Menzies
144377097,J. Morton
37682281,L. Myers
38218497,Katherine Gill
144769764,L. Bekker
2060082893,Gabrielle Stein
38409763,K. Thomas
81447578,Menna Duyver
7726010,A. van der Straten
144597970,M. McConnell
3281765,R. Aunger
21606735,V. Curtis
3611988,Jessie de Witt Huberts
87123266,L. van Damme
5284075,J. Baeten
4411984,C. Celum
2112333120,Dan Han
46201189,Aayush Khadka
144597970,M. McConnell
152475870,Jessica L. Cohen
48986997,Dorit T Stein
47884631,Ginger Golub
7807745,Claire W. Rothschild
151414827,George Nyakora
152475870,Jessica L. Cohen
144597970,M. McConnell
5336581,Katrina F. Ortblad
29962044,D. Musoke
144277294,Michael M. Chanda
29996878,Thomson Ngabirano
6144871,J. Velloza
40163511,J. Haberer
144597970,M. McConnell
144405716,C. Oldenburg
38172240,T. Bärnighausen
144902551,G. Fischer
3019739,D. Karlan
144597970,M. McConnell
118891439,Pia Raffler
40916091,Todd P. Lewis
144623719,K. Andrews
83203561,Elyse R. Shenberger
10279588,T. Betancourt
144129402,G. Fink
46357309,Sunita Pereira
144597970,M. McConnell
5336581,Katrina F. Ortblad
29962044,D. Musoke
29996878,Thomson Ngabirano
2207482,J. Salomon
40163511,J. Haberer
144597970,M. McConnell
144405716,C. Oldenburg
38172240,T. Bärnighausen
4411984,C. Celum
1397799515,S. Delany-Moretlwe
5284075,J. Baeten
7726010,A. van der Straten
145771291,S. Hosek
31860694,E. Bukusi
144597970,M. McConnell
145876008,R. Barnabas
144769764,L. Bekker
5080078,T. Belachew
13206591,Demissie Belayneh
144398017,I. Brouwer
5766970,K. Donata
12029918,H. Groote
112903890,S. Nilupa
123881164,Guṇaratna
2099369601,Tessema Masresha
152475870,Jessica L. Cohen
144597970,M. McConnell
5742355,Maria W. Steenland
51880967,J. Dulá
4485294,Amanda de Albuquerque
5706878,Quinhas Fernandes
66140658,R. Cuco
5313625,S. Chicumbe
7844936,E. Gudo
117670389,S. Sequeira
144597970,M. McConnell
2085115179,HU Janice
4157381,P. Geldsetzer
5596308,S. Steele
47198114,P. Matthews
5336581,Katrina F. Ortblad
34366342,Tsione Solomon
5747525,A. Shroufi
15260262,G. Cutsem
51020276,F. Tanser
3461316,S. Wyke
3070196,S. Vollmer
143973932,D. Pillay
144597970,M. McConnell
38172240,T. Bärnighausen
94436259,Z. A. Siam
144597970,M. McConnell
47884631,Ginger Golub
151414827,George Nyakora
7807745,Claire W. Rothschild
152475870,Jessica L. Cohen
144597970,M. McConnell
144622201,W. Rogers
50288186,Emilia Simeonova
1943699,I. Wilson
5336581,Katrina F. Ortblad
114640940,Daniel Kibuuka Musoke
29996878,Thomson Ngabirano
30140977,Aidah Nakitende
1774246,G. Harling
40163511,J. Haberer
144597970,M. McConnell
2207482,J. Salomon
144405716,C. Oldenburg
38172240,T. Bärnighausen
115015287,Estelle Gong
51880967,J. Dulá
153510012,Carla Alberto
4485294,Amanda de Albuquerque
5742355,Maria W. Steenland
5706878,Quinhas Fernandes
66140658,R. Cuco
117670389,S. Sequeira
5313625,S. Chicumbe
7844936,E. Gudo
144597970,M. McConnell
11007670,Adanna Chukwuma
6811902,C. Mbachu
144597970,M. McConnell
15354520,T. Bossert
152475870,Jessica L. Cohen
